CPU,Cores,CPU BenchMark,Single-Thread BenchMark,TDP (W),Socket,Category
AMD E1-2200 APU,2,474,368,9,FT3,Laptop
AMD E1-2500 APU,2,591,453,15,FT3,Laptop
AMD E1-6010 APU,2,535,425,10,FT3b,Laptop
AMD E1-6015 APU,2,571,448,NA,BGA769 (FT3b),Laptop
AMD E1-6050J APU,2,1385,787,10,Unknown,Unknown
AMD E1-7010 APU,2,593,483,10,BGA769 (FT3b),Laptop
AMD E2-1800 APU,2,449,525,18,FT1,Desktop
AMD E2-2000 APU,2,496,538,18,"BGA413,FT1",Laptop
AMD E2-3000 APU,2,726,547,15,FT3,Laptop
AMD E2-3000M APU,2,668,731,35,FS1,Laptop
AMD E2-3200 APU,2,968,971,65,FM1,Desktop
AMD E2-3800 APU,4,1152,436,15,FT3,Laptop
AMD E2-6110 APU,4,1128,474,15,"AM1,FT3b",Laptop
AMD E2-7015,2,637,491,NA,Unknown,Laptop
AMD E2-7015 APU,2,662,507,NA,Unknown,Laptop
AMD E2-7110 APU,4,1515,611,15,FP4 BGA,Laptop
AMD E2-9000,2,967,816,10,Unknown,Laptop
AMD E2-9000e,2,890,753,6,Unknown,Laptop
AMD E2-9010,2,1093,909,15,FP4,Laptop
AMD E2-9030,2,983,860,NA,BGA (FT4),Desktop
AMD Embedded G-Series GX-215JJ Radeon R2E,2,1064,861,10,FP4,"Laptop, Mobile/Embedded"
AMD Embedded G-Series GX-224IJ Radeon R4E,2,1271,1119,15,FP4,"Laptop, Mobile/Embedded"
AMD Embedded G-Series GX-420GI Radeon R7E,4,1590,837,16.1,FP4,"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-216GD,2,1628,1313,15,BGA (FP4),"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-418GD Radeon R6,4,3426,1467,35,FP4,"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-421BD,4,3302,1477,35,BGA (FP4),"Laptop, Mobile/Embedded"
AMD Embedded R-Series RX-421ND,4,3024,1337,35,FP4,Mobile/Embedded
AMD EPYC 3101 4-Core,4,6050,1787,NA,Unknown,Server
AMD EPYC 3151,4,8376,1883,45,SP4r2,Server
AMD EPYC 3201,8,8672,1564,30,SP4r2,Server
AMD EPYC 3251,8,13912,1881,50,SP4r2,Server
AMD EPYC 3451,16,19532,1700,NA,Unknown,Server
AMD EPYC 4124P,4,18637,3901,65,AM5,Server
AMD EPYC 4244P,6,27530,3967,65,AM5,Server
AMD EPYC 4344P,8,34474,3781,65,AM5,Server
AMD EPYC 4364P,8,36124,4246,105,AM5,Server
AMD EPYC 4464P,12,48793,4124,NA,AM5,Server
AMD EPYC 4484PX,12,51115,4251,120,AM5,Server
AMD EPYC 4564P,16,61986,4312,170,AM5,Server
AMD EPYC 4584PX,16,60136,3942,120,AM5,Server
AMD EPYC 7232P,8,17731,1767,120,SP3,Server
AMD EPYC 7251,8,14935,1671,120,SP3,Server
AMD EPYC 7252,8,19411,2020,120,SP3,Server
[Dual CPU] AMD EPYC 7252,8,34911,2095,120,SP3,Server
AMD EPYC 7262,8,20779,2041,155,SP3,Server
[Dual CPU] AMD EPYC 7262,8,34227,2023,155,SP3,Server
AMD EPYC 7272,12,25161,1886,120,SP3,Server
[Dual CPU] AMD EPYC 7272,12,44270,2019,120,SP3,Server
AMD EPYC 7281,16,21621,1626,155,SP3,Server
AMD EPYC 7282,16,30321,1910,120,SP3,Server
[Dual CPU] AMD EPYC 7282,16,51546,2046,120,SP3,Server
AMD EPYC 72F3,8,27252,3070,180,SP3,Server
[Dual CPU] AMD EPYC 72F3,8,50017,3034,180,SP3,Server
AMD EPYC 7301,16,14991,1363,155,SP3,Server
[Dual CPU] AMD EPYC 7301,16,34148,1654,155,SP3,Server
AMD EPYC 7302,16,33106,2019,155,SP3,Server
[Dual CPU] AMD EPYC 7302,16,51405,1936,155,SP3,Server
AMD EPYC 7302P,16,32626,1877,155,SP3,Server
AMD EPYC 7303,16,28572,1460,130,SP3,Server
AMD EPYC 7313,16,39091,2417,155,SP3,Server
[Dual CPU] AMD EPYC 7313,16,67180,2626,155,SP3,Server
AMD EPYC 7313P,16,41657,2685,155,SP3,Server
AMD EPYC 7343,16,43368,2703,190,SP3,Server
[Dual CPU] AMD EPYC 7343,16,73934,2806,190,SP3,Server
AMD EPYC 7351,16,23226,1803,155,SP3,Server
[Dual CPU] AMD EPYC 7351,16,25431,1747,155,SP3,Server
AMD EPYC 7351P,16,25657,1788,155,SP3,Server
AMD EPYC 7352,24,40096,1969,155,SP3,Server
[Dual CPU] AMD EPYC 7352,24,65921,2040,155,SP3,Server
AMD EPYC 7371,16,31094,2377,NA,SP3,Server
[Dual CPU] AMD EPYC 7371,16,54894,2320,NA,SP3,Server
[Dual CPU] AMD EPYC 7373X,16,74709,2761,240,SP3,Server
AMD EPYC 73F3,16,46103,2883,240,SP3,Server
[Dual CPU] AMD EPYC 73F3,16,72363,2831,240,SP3,Server
[Dual CPU] AMD EPYC 7401,24,55280,1850,155,SP3,Server
AMD EPYC 7401P,24,28546,1731,155,SP3,Server
AMD EPYC 7402,24,46012,2129,180,SP3,Server
[Dual CPU] AMD EPYC 7402,24,63999,1980,180,SP3,Server
AMD EPYC 7402P,24,44070,2030,180,SP3,Server
AMD EPYC 7413,24,50223,2365,180,SP3,Server
[Dual CPU] AMD EPYC 7413,24,74990,2248,180,SP3,Server
AMD EPYC 7443,24,56601,2907,200,SP3,Server
[Dual CPU] AMD EPYC 7443,24,71156,2380,200,SP3,Server
AMD EPYC 7443P,24,57088,2916,200,SP3,Server
AMD EPYC 7451,24,25863,1955,180,SP3,Server
[Dual CPU] AMD EPYC 7451,24,52322,1931,180,SP3,Server
AMD EPYC 7452,32,44996,1995,155,SP3,Server
[Dual CPU] AMD EPYC 7452,32,77746,2160,155,SP3,Server
AMD EPYC 7453,28,50575,2522,225,SP3,Server
[Dual CPU] AMD EPYC 7453,28,80327,2371,225,SP3,Server
AMD EPYC 7473X,24,59280,2751,240,SP3,Server
[Dual CPU] AMD EPYC 7473X,24,81282,2201,240,SP3,Server
AMD EPYC 74F3,24,60666,2942,240,SP3,Server
[Dual CPU] AMD EPYC 74F3,24,95621,2982,240,SP3,Server
AMD EPYC 7501,32,24925,1925,155,SP3,Server
AMD EPYC 7502,32,47983,2021,180,SP3,Server
[Dual CPU] AMD EPYC 7502,32,80300,2189,180,SP3,Server
AMD EPYC 7502P,32,50667,2014,180,SP3,Server
AMD EPYC 7513,32,59285,2442,200,SP3,Server
[Dual CPU] AMD EPYC 7513,32,96409,2730,200,SP3,Server
AMD EPYC 7532,32,52755,2056,200,SP3,Server
[Dual CPU] AMD EPYC 7532,32,82196,2139,200,SP3,Server
AMD EPYC 7542,32,45003,2102,225,SP3,Server
[Dual CPU] AMD EPYC 7542,32,73885,2073,225,SP3,Server
AMD EPYC 7543,32,60901,2394,240,SP3,Server
[Dual CPU] AMD EPYC 7543,32,98074,2621,240,SP3,Server
AMD EPYC 7543P,32,66687,2741,225,SP3,Server
AMD EPYC 7551,32,24534,1758,180,SP3,Server
[Dual CPU] AMD EPYC 7551,32,57865,1789,180,SP3,Server
AMD EPYC 7551P,32,38126,1770,180,SP3,Server
AMD EPYC 7552,48,61282,2163,200,SP3,Server
[Dual CPU] AMD EPYC 7552,48,72235,1527,200,SP3,Server
AMD EPYC 7571,32,27445,1934,120,SP3,Server
AMD EPYC 7573X,32,69432,2674,280,SP3,Server
[Dual CPU] AMD EPYC 7573X,32,103531,2650,280,SP3,Server
AMD EPYC 75F3,32,68505,2775,280,SP3,Server
[Dual CPU] AMD EPYC 75F3,32,101429,2664,280,SP3,Server
AMD EPYC 7601,32,34079,1890,180,SP3,Server
[Dual CPU] AMD EPYC 7601,32,53737,1765,180,SP3,Server
AMD EPYC 7642,48,58248,2045,225,SP3,Server
[Dual CPU] AMD EPYC 7642,48,94050,2140,225,SP3,Server
AMD EPYC 7643,48,76050,2691,225,SP3,Server
[Dual CPU] AMD EPYC 7643,48,88348,1915,225,SP3,Server
AMD EPYC 7662,64,72298,2102,225,SP3,Server
[Dual CPU] AMD EPYC 7662,64,97178,2089,225,SP3,Server
AMD EPYC 7663,56,82087,2606,240,SP3,Server
AMD EPYC 7702,64,70107,2095,200,SP3,Server
[Dual CPU] AMD EPYC 7702,64,93307,2116,200,SP3,Server
AMD EPYC 7702P,64,63300,2124,200,SP3,Server
AMD EPYC 7713,64,82666,2637,225,SP3,Server
[Dual CPU] AMD EPYC 7713,64,114468,2590,225,SP3,Server
AMD EPYC 7713P,64,81201,2609,225,SP3,Server
AMD EPYC 7742,64,69663,2162,225,SP3,Server
[Dual CPU] AMD EPYC 7742,64,94081,2046,225,SP3,Server
AMD EPYC 7763,64,84193,2505,280,SP3,Server
[Dual CPU] AMD EPYC 7763,64,115703,2515,280,SP3,Server
AMD EPYC 7773X,64,91491,2570,280,SP3,Server
[Dual CPU] AMD EPYC 7773X,64,108504,2437,280,SP3,Server
AMD EPYC 7B12,64,66044,1927,240,SP3,Server
[Dual CPU] AMD EPYC 7B12,64,102240,2145,240,SP3,Server
AMD EPYC 7B13,60,77460,2564,NA,Unknown,Server
AMD EPYC 7C13,64,70474,2607,NA,Unknown,Server
[Dual CPU] AMD EPYC 7C13,64,69434,1809,NA,Unknown,Server
AMD EPYC 7D12,32,43032,1895,85,Unknown,Server
AMD EPYC 7F32,8,23453,2466,180,SP3,Server
[Dual CPU] AMD EPYC 7F32,8,39712,2415,180,SP3,Server
AMD EPYC 7F52,16,40251,2471,240,SP3,Server
[Dual CPU] AMD EPYC 7F52,16,64806,2439,240,SP3,Server
AMD EPYC 7F72,24,52597,2381,240,SP3,Server
AMD EPYC 7H12,64,69633,1774,280,SP3,Server
[Dual CPU] AMD EPYC 7H12,64,97573,2022,280,SP3,Server
AMD EPYC 7J13,64,84786,2450,NA,Unknown,Server
[Dual CPU] AMD EPYC 7J13,64,119134,2594,NA,Unknown,Server
AMD EPYC 7K62,48,58320,2114,NA,SP3,Server
[Dual CPU] AMD EPYC 7K62,48,91887,2124,NA,SP3,Server
[Dual CPU] AMD EPYC 7K83,64,102053,2458,NA,Unknown,Server
AMD EPYC 7R12,48,48934,2079,200,SP3,Server
[Dual CPU] AMD EPYC 7R12,48,92961,2142,200,SP3,Server
AMD EPYC 7R13 64-Core,48,82158,2752,NA,Unknown,Server
AMD EPYC 7R32,48,64727,1922,NA,Unknown,Server
[Dual CPU] AMD EPYC 7R32,48,74520,1918,NA,Unknown,Server
AMD EPYC 7T83,64,81757,2462,280,SP3,Server
[Dual CPU] AMD EPYC 7T83,64,114770,2532,280,SP3,Server
AMD EPYC 7V13,64,82878,2729,240,SP3,Server
[Dual CPU] AMD EPYC 7V73X,64,94451,2277,280,Unknown,Server
[Dual CPU] AMD EPYC 7Y83,64,108281,2622,280,SP3,Mobile/Embedded
AMD EPYC 8024P,8,20556,2371,90,SP6,Server
AMD EPYC 8124P,16,36470,2373,125,SP6,Server
AMD EPYC 8224P,24,44990,2367,160,SP6,Server
AMD EPYC 8324P,32,57127,2367,180,SP6,Server
AMD EPYC 8434P,48,66490,2448,200,SP6,Server
AMD EPYC 8534P,64,71900,2441,200,SP6,Server
AMD EPYC 9124,16,43963,2729,200,SP5,Server
[Dual CPU] AMD EPYC 9124,16,63027,2346,200,SP5,Server
AMD EPYC 9174F,16,55485,3318,320,SP5,Server
[Dual CPU] AMD EPYC 9174F,16,90483,3439,320,SP5,Server
AMD EPYC 9184X,16,50344,3196,320,SP5,Server
[Dual CPU] AMD EPYC 9184X,16,84253,3222,320,SP5,Server
AMD EPYC 9224,24,42448,2057,200,Unknown,Server
[Dual CPU] AMD EPYC 9224,24,92518,2881,200,Unknown,Server
AMD EPYC 9254,24,67343,3190,200,SP5,Server
AMD EPYC 9274F,24,73582,3358,NA,SP5,Server
[Dual CPU] AMD EPYC 9274F,24,113019,3365,NA,SP5,Server
AMD EPYC 9334,32,64841,2367,NA,SP5,Server
[Dual CPU] AMD EPYC 9334,32,110928,3076,NA,SP5,Server
AMD EPYC 9354,32,67842,2310,280,SP5,Server
[Dual CPU] AMD EPYC 9354,32,112027,2881,280,SP5,Server
AMD EPYC 9354P,32,76605,2857,280,SP5,Server
AMD EPYC 9374F,32,79826,3055,320,SP5,Server
[Dual CPU] AMD EPYC 9374F,32,131140,3383,320,SP5,Server
AMD EPYC 9454,48,95582,2990,290,SP5,Server
[Dual CPU] AMD EPYC 9454,48,134517,3030,290,SP5,Server
AMD EPYC 9454P,48,95908,2993,290,SP5,Server
AMD EPYC 9474F,48,105213,3189,360,SP5,Server
[Dual CPU] AMD EPYC 9474F,48,148891,3243,360,SP5,Server
AMD EPYC 9534,64,93884,2579,280,SP5,Server
AMD EPYC 9554,64,111794,2937,360,SP5,Server
[Dual CPU] AMD EPYC 9554,64,146218,2949,360,SP5,Server
AMD EPYC 9554P,64,110790,2942,360,SP5,Server
AMD EPYC 9634,84,107944,2924,290,SP5,Server
[Dual CPU] AMD EPYC 9634,84,142801,2821,290,SP5,Server
AMD EPYC 9654,96,117317,2909,360,SP5,Server
[Dual CPU] AMD EPYC 9654,96,147224,2759,360,SP5,Server
AMD EPYC 9654P,96,113949,2616,360,SP5,Server
AMD EPYC 9684X,96,120760,2883,400,SP5,Server
[Dual CPU] AMD EPYC 9684X,96,157672,2881,400,SP5,Server
[Dual CPU] AMD EPYC 9734,112,130034,2369,340,SP5,Server
AMD EPYC 9754,128,100460,2433,360,SP5,Server
[Dual CPU] AMD EPYC 9754,128,132951,2419,360,SP5,Server
AMD EPYC 9R14,96,116475,2920,NA,Unknown,Server
AMD EPYC Embedded 7292P,16,30542,2091,NA,Unknown,Server
AMD FirePro A320 APU,4,2153,1193,100,FM2,Desktop
AMD FX-4100 Quad-Core,2,2614,1287,95,AM3+,Desktop
AMD FX-4130 Quad-Core,2,2686,1336,125,AM3+,Desktop
AMD FX-4150 Quad-Core,4,3327,1465,125,AM3+,Desktop
AMD FX-4170 Quad-Core,2,3034,1464,125,AM3+,Desktop
AMD FX-4200 Quad-Core,4,3119,1313,125,AM3+,Desktop
AMD FX-4300 Quad-Core,2,2985,1481,95,AM3+,Desktop
AMD FX-4320,2,3150,1564,95,AM3+,Desktop
AMD FX-4330,2,3098,1559,95,AM3+,Desktop
AMD FX-4350 Quad-Core,2,3314,1618,125,AM3+,Desktop
AMD FX-6100 Six-Core,3,3685,1315,95,AM3+,Desktop
AMD FX-6120 Six-Core,3,3887,1409,95,AM3+,Desktop
AMD FX-6130 Six-Core,3,4353,1390,125,AM3+,Desktop
AMD FX-6200 Six-Core,3,4097,1408,125,AM3+,Desktop
AMD FX-6300 Six-Core,3,4210,1488,95,AM3+,Desktop
AMD FX-6330 Six-Core,3,4433,1531,95,AM3+,Desktop
AMD FX-6350 Six-Core,3,4551,1560,125,AM3+,Desktop
AMD FX-670K Quad-Core,2,2980,1578,65,FM2,Desktop
AMD FX-7500 APU,4,1967,973,19,FP3,Laptop
AMD FX-7600P,4,2582,1253,35,FP3,Laptop
AMD FX-7600P APU,4,2856,1436,35,FP3,Laptop
AMD FX-770K Quad-Core,2,2978,1449,65,FM2+,Desktop
AMD FX-8100 Eight-Core,4,4046,1137,95,AM3+,Desktop
AMD FX-8120 Eight-Core,4,4641,1335,125,AM3+,Desktop
AMD FX-8140 Eight-Core,4,4860,1273,95,AM3+,Desktop
AMD FX-8150 Eight-Core,4,5253,1431,125,AM3+,Desktop
AMD FX-8300 Eight-Core,4,5332,1495,95,AM3+,Desktop
AMD FX-8310 Eight-Core,4,5149,1416,95,AM3+,Desktop
AMD FX-8320 Eight-Core,4,5445,1468,125,AM3+,Desktop
AMD FX-8320E Eight-Core,4,5089,1433,95,AM3+,Desktop
AMD FX-8350 Eight-Core,4,6064,1581,125,AM3+,Desktop
AMD FX-8370 Eight-Core,4,6173,1625,125,AM3+,Desktop
AMD FX-8370E Eight-Core,4,5306,1463,95,AM3+,Desktop
AMD FX-870K Quad Core,2,3227,1470,NA,Unknown,Unknown
AMD FX-8800P,2,2851,1380,35,FP4,Laptop
AMD FX-9370 Eight-Core,4,6207,1692,220,AM3+,Desktop
AMD FX-9590 Eight-Core,4,6789,1813,220,AM3+,Desktop
AMD FX-9800P,4,2543,1228,15,Unknown,Laptop
AMD FX-9830P,4,3332,1582,35,FP4,Laptop
AMD FX-B4150 Quad-Core,2,3369,1425,95,AM3+,Desktop
AMD G-T40E,2,289,313,6.4,FT1,Laptop
AMD G-T40N,2,299,323,9,FT1,Laptop
AMD G-T40R,1,120,327,5.5,FT1,Laptop
AMD G-T44R,1,120,302,9,FT1,Laptop
AMD G-T48E,2,427,457,18,FT1,Laptop
AMD G-T52R,1,177,381,18,FT1,Laptop
AMD G-T56E,2,442,522,18,FT1,Laptop
AMD G-T56N,2,484,528,18,FT1,Laptop
AMD Geode NX 2400+,1,400,634,NA,Unknown,Unknown
AMD GX-210JA SOC,2,248,231,6,FT3 (769-BGA),Laptop
AMD GX-212JC SOC,2,646,452,6,FT3b,Laptop
AMD GX-217GA SOC,2,794,565,15,FT3 (769-BGA),Laptop
AMD GX-218GL SOC,2,754,627,15,BGA769 (FT3b),Laptop
AMD GX-222GC SOC,2,1044,783,15,BGA769 (FT3b),"Laptop, Mobile/Embedded"
AMD GX-412HC,4,1095,414,7,FT3b,Laptop
AMD GX-412TC SOC,4,650,250,6,FT3b,Mobile/Embedded
AMD GX-415GA SOC,4,1415,515,15,FT3 (769-BGA),Laptop
AMD GX-416RA SOC,4,1604,561,NA,FT3,Mobile/Embedded
AMD GX-420CA SOC,4,1785,677,25,FT3 (769-BGA),Laptop
AMD GX-420MC SOC,4,1796,695,17.5,FTB3b,Laptop
AMD GX-424CC SOC,4,1803,802,25,FT3b,Laptop
AMD Opteron 1212,2,593,729,103,AM2,Server
AMD Opteron 1212 HE,2,771,731,65,AM2,Server
AMD Opteron 1214,2,696,830,103,AM2,Server
AMD Opteron 1214 HE,2,806,811,65,AM2,Server
AMD Opteron 1216,2,781,810,103,AM2,Server
AMD Opteron 1216 HE,2,727,847,65,AM2,Server
AMD Opteron 1218,2,910,962,103,AM2,Server
AMD Opteron 1218 HE,2,979,940,65,AM2,Server
AMD Opteron 1220,2,1036,1077,103,AM2,Server
AMD Opteron 1222,2,1089,1128,103,AM2,Server
AMD Opteron 1352,4,1547,857,75,AM2,Server
AMD Opteron 1354,4,1449,859,75,AM2,Server
AMD Opteron 1356,4,1703,918,75,AM2,Server
AMD Opteron 1381,4,1797,1011,75,AM3,Server
AMD Opteron 1385,4,1898,1035,115,"AM2+,AM3",Server
AMD Opteron 1389,4,2079,1102,75,AM2,Server
AMD Opteron 144,1,316,376,67,939,Server
AMD Opteron 146,1,346,400,67,939,Server
AMD Opteron 148,1,392,443,85.3,939,Server
AMD Opteron 150,1,393,471,85.3,939,Server
AMD Opteron 152,1,428,487,104,939,Server
AMD Opteron 154,1,457,534,104,939,Server
AMD Opteron 165,2,531,638,110,939,Server
AMD Opteron 170,2,648,715,110,939,Server
AMD Opteron 175,2,682,773,110,939,Server
AMD Opteron 180,2,746,874,110,939,Server
AMD Opteron 185,2,695,884,110,939,Server
[Dual CPU] AMD Opteron 2216,2,1771,865,95,F (1207),Server
AMD Opteron 2218,2,1036,491,95,F (1207),Server
[Dual CPU] AMD Opteron 2218,2,1994,964,95,F (1207),Server
AMD Opteron 2220,2,1106,553,95,F (1207),Server
[Dual CPU] AMD Opteron 2220,2,1533,1013,95,F (1207),Server
AMD Opteron 2220 SE,2,909,519,119,F (1207),Server
AMD Opteron 2222,2,1198,618,95,F (1207),Server
[Dual CPU] AMD Opteron 2222,2,2098,964,95,F (1207),Server
AMD Opteron 2354,4,1509,857,115,F (1207),Server
[Dual CPU] AMD Opteron 2354,4,3242,899,115,F (1207),Server
AMD Opteron 2356,4,1733,849,75,F (1207),Server
[Dual CPU] AMD Opteron 2356,4,3009,894,75,F (1207),Server
AMD Opteron 2373 EE,4,1744,876,60,F (1207),Server
[Dual CPU] AMD Opteron 2373 EE,4,3521,865,60,F (1207),Server
[Dual CPU] AMD Opteron 2374 HE,4,3667,915,55,F (1207),Server
AMD Opteron 2378,4,1864,936,75,F (1207),Server
[Dual CPU] AMD Opteron 2382,4,4516,1157,115,F (1207),Server
AMD Opteron 2384,4,2074,1074,75,F (1207),Server
[Dual CPU] AMD Opteron 2387,4,4105,1107,75,F (1207),Server
AMD Opteron 2393 SE,2,1317,1237,105,F (1207),Server
AMD Opteron 2419 EE,6,1902,396,60,F (1207),Server
AMD Opteron 2427,6,1995,386,75,F (1207),Server
[Dual CPU] AMD Opteron 2427,6,4499,906,75,F (1207),Server
AMD Opteron 2431,6,2936,570,75,F (1207),Server
AMD Opteron 2435,6,3061,593,75,F (1207),Server
[Dual CPU] AMD Opteron 2435,6,5260,1122,75,F (1207),Server
AMD Opteron 254,1,451,578,68,940,Server
AMD Opteron 270,2,736,587,95,940,Server
AMD Opteron 275,2,839,445,95,940,Server
AMD Opteron 280,2,765,430,95,940,Server
AMD Opteron 285,2,956,509,95,940,Server
[Dual CPU] AMD Opteron 285,2,1441,989,95,940,Server
AMD Opteron 290,2,952,570,95,940,Server
[Dual CPU] AMD Opteron 290,2,1430,1046,95,940,Server
AMD Opteron 3250 HE,2,2061,1003,45,AM3+,Server
AMD Opteron 3260 HE,2,2283,900,45,AM3+,Server
AMD Opteron 3280,8,3723,1036,65,AM3+,Server
AMD Opteron 3320 EE,2,1918,838,25,AM3+,Server
AMD Opteron 3350 HE,4,2699,1263,45,Unknown,Server
AMD Opteron 3365,4,4105,1132,65,AM3+,Server
AMD Opteron 3380,8,4134,1107,65,Unknown,Server
AMD Opteron 4130,4,2347,1149,95,F (1207),Server
[Dual CPU] AMD Opteron 4130,4,4200,1086,95,F (1207),Server
AMD Opteron 4162 EE,6,2058,382,35,F (1207),Server
AMD Opteron 4170 HE,6,2382,476,65,C32,Server
AMD Opteron 4174 HE,6,2986,1035,65,C32,Server
[Dual CPU] AMD Opteron 4174 HE,6,5656,950,65,C32,Server
AMD Opteron 4184,6,2872,630,95,C32,Server
AMD Opteron 4226,3,3400,1157,95,Socket C32,Server
[Dual CPU] AMD Opteron 4238,3,7236,1313,95,Socket C32,Server
AMD Opteron 4274 HE,4,5776,1060,65,C32,Server
AMD Opteron 4280,4,4504,1141,95,Socket C32,Server
AMD Opteron 4284,4,4665,1181,95,Socket C32,Server
[Dual CPU] AMD Opteron 4284,4,8560,1369,95,Socket C32,Server
AMD Opteron 4332 HE,6,3911,1362,65,Socket C32,Server
AMD Opteron 4334,3,3949,1269,95,Socket C32,Server
AMD Opteron 4365 EE,4,3485,958,40,Socket C32,Server
AMD Opteron 4386,4,4378,1012,95,C32,Server
[Dual CPU] AMD Opteron 4386,4,9253,1309,95,C32,Server
AMD Opteron 6128,8,2826,447,115,G34,Server
[Dual CPU] AMD Opteron 6128,8,6141,862,115,G34,Server
AMD Opteron 6128 HE,8,2932,823,85,Socket G34,Server
[Dual CPU] AMD Opteron 6128 HE,8,6339,883,85,Socket G34,Server
[Dual CPU] AMD Opteron 6134,8,6053,898,115,G34,Server
AMD Opteron 6136,8,3381,549,115,Socket G34,Server
[Dual CPU] AMD Opteron 6136,8,7964,1059,115,Socket G34,Server
AMD Opteron 6164 HE,12,3478,399,85,Socket G34,Server
[Quad CPU] AMD Opteron 6168,12,15745,845,115,G34,Server
AMD Opteron 6172,12,2615,564,115,G34,Server
[Quad CPU] AMD Opteron 6172,12,16032,919,115,G34,Server
AMD Opteron 6174,12,3697,488,115,Socket G34,Server
[Quad CPU] AMD Opteron 6174,12,12607,939,115,Socket G34,Server
AMD Opteron 6176 SE,12,3564,507,140,G34,Server
[Dual CPU] AMD Opteron 6176 SE,12,7818,963,140,G34,Server
AMD Opteron 6212,4,4007,1085,115,Socket G34,Server
AMD Opteron 6220,4,4753,1203,115,Socket G34,Server
[Dual CPU] AMD Opteron 6220,4,7951,1235,115,Socket G34,Server
AMD Opteron 6234,6,4072,547,115,G34,Server
[Dual CPU] AMD Opteron 6234,6,8644,887,115,G34,Server
AMD Opteron 6238,6,5625,1157,115,Socket G34,Server
[Dual CPU] AMD Opteron 6238,6,8206,1076,115,Socket G34,Server
AMD Opteron 6272,8,5240,753,115,G34,Server
[Dual CPU] AMD Opteron 6272,8,9239,966,115,G34,Server
AMD Opteron 6274,8,5643,871,115,G34,Server
[Dual CPU] AMD Opteron 6274,8,10313,974,115,G34,Server
AMD Opteron 6276,8,6348,1033,115,Socket G34,Server
[Quad CPU] AMD Opteron 6276,8,10763,969,115,Socket G34,Server
[Dual CPU] AMD Opteron 6276,8,9168,916,115,Socket G34,Server
[Quad CPU] AMD Opteron 6278,16,13733,1007,115,Unknown,Server
AMD Opteron 6281,8,7279,1129,NA,Socket G34,Server
AMD Opteron 6282 SE,16,6385,953,140,Unknown,Server
[Quad CPU] AMD Opteron 6282 SE,16,12083,894,140,Unknown,Server
[Dual CPU] AMD Opteron 6282 SE,16,7130,517,140,Unknown,Server
[Dual CPU] AMD Opteron 6284 SE,16,10619,857,140,Socket G34,Server
AMD Opteron 6287 SE,16,6925,1091,NA,G34,Server
AMD Opteron 6328,4,5306,1419,115,G34,Server
[Quad CPU] AMD Opteron 6328,4,10076,1252,115,G34,Server
[Dual CPU] AMD Opteron 6328,4,9508,1442,115,G34,Server
AMD Opteron 6344,6,6069,1231,115,Unknown,Server
AMD Opteron 6348,6,7850,1333,115,Unknown,Server
[Dual CPU] AMD Opteron 6348,6,13470,1344,115,Unknown,Server
AMD Opteron 6366 HE,8,5613,1003,85,Unknown,Server
[Dual CPU] AMD Opteron 6366 HE,8,10265,1167,85,Unknown,Server
AMD Opteron 6376,8,5572,1165,115,Socket G34,Server
[Quad CPU] AMD Opteron 6376,8,21745,1185,115,Socket G34,Server
[Dual CPU] AMD Opteron 6376,8,12278,1131,115,Socket G34,Server
AMD Opteron 6378,8,5889,1127,115,G34,Server
[Quad CPU] AMD Opteron 6378,8,13236,1065,115,G34,Server
[Dual CPU] AMD Opteron 6378,8,12352,1018,115,G34,Server
AMD Opteron 6380,8,6687,1092,115,G34,Server
[Quad CPU] AMD Opteron 6380,8,14622,1334,115,G34,Server
[Dual CPU] AMD Opteron 6380,8,12377,1133,115,G34,Server
AMD Opteron 6386 SE,16,8291,1305,140,Socket G34,Server
[Dual CPU] AMD Opteron 6386 SE,16,12761,1297,140,Socket G34,Server
[Quad CPU] AMD Opteron 8356,4,5397,929,75,F (1207),Server
[Quad CPU] AMD Opteron 8378,4,7726,1044,115,F (1207),Server
[Dual CPU] AMD Opteron 8431,6,5716,1002,115,F (1207),Server
[Quad CPU] AMD Opteron 8435,6,11843,1156,75,F (1207),Server
AMD Opteron 8439 SE,6,2479,590,105,F (1207),Server
[Dual CPU] AMD Opteron 8439 SE,6,6340,1204,105,F (1207),Server
[Quad CPU] AMD Opteron 885,2,2696,NA,95,949,Server
AMD Opteron X2170 APU,4,1911,832,25,FT3,Server
AMD Opteron X3216 APU,2,1514,1295,15,Unknown,Server
AMD Opteron X3418 APU,4,3043,1427,25,Unknown,Server
AMD Opteron X3421 APU,4,3440,1515,35,Unknown,Server
AMD Phenom 8250 Triple-Core,3,1114,752,65,Unknown,Desktop
AMD Phenom 8250e Triple-Core,3,1084,729,65,940,Desktop
AMD Phenom 8400 Triple-Core,3,1164,819,95,AM2+,Desktop
AMD Phenom 8450 Triple-Core,3,1216,835,95,AM2+,Desktop
AMD Phenom 8450e Triple-Core,3,1257,826,65,AM2+,Desktop
AMD Phenom 8600 Triple-Core,3,1210,898,95,AM2+,Desktop
AMD Phenom 8600B Triple-Core,3,1464,969,95,AM2+,Desktop
AMD Phenom 8650 Triple-Core,3,1218,865,95,AM2+,Desktop
